Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
-----------------------------------------------
                0.00    0.00       4/882         loop_speculator::speculate(void*&, std::vector<void* (*)(void*), std::allocator<void* (*)(void*)> >, std::vector<void*, std::allocator<void*> >) [15]
                0.00    0.00     198/882         std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> >::_M_fill_insert(__gnu_cxx::__normal_iterator<_loop_spec_thread*, std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> > >, unsigned int, _loop_spec_thread const&) [331]
                0.00    0.00     210/882         loop_speculator::append(void* (*)(void*), void*) [10]
                0.00    0.00     470/882         void std::_Destroy<_loop_spec_thread>(_loop_spec_thread*) [254]
[235]    0.0    0.00    0.00     882         _loop_spec_thread::~_loop_spec_thread() [235]
                0.00    0.00    1764/1764        std::set<void*, std::less<void*>, std::allocator<void*> >::~set() [140]
-----------------------------------------------
                0.00    0.00     426/853         __gnu_cxx::__normal_iterator<_loop_spec_thread*, std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> > >::difference_type __gnu_cxx::operator-<_loop_spec_thread*, std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> > >(__gnu_cxx::__normal_iterator<_loop_spec_thread*, std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> > > const&, __gnu_cxx::__normal_iterator<_loop_spec_thread*, std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> > > const&) [332]
                0.00    0.00     427/853         std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> >::_M_fill_insert(__gnu_cxx::__normal_iterator<_loop_spec_thread*, std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> > >, unsigned int, _loop_spec_thread const&) [331]
[236]    0.0    0.00    0.00     853         __gnu_cxx::__normal_iterator<_loop_spec_thread*, std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> > >::base() const [236]
-----------------------------------------------
                0.00    0.00     808/808         std::vector<int, std::allocator<int> >::empty() const [238]
[237]    0.0    0.00    0.00     808         bool __gnu_cxx::operator==<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [237]
                0.00    0.00    1616/3606        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [57]
-----------------------------------------------
                0.00    0.00       4/808         loop_speculator::_cancel_spec_threads_and_reset_logs(std::vector<int, std::allocator<int> >) [16]
                0.00    0.00     402/808         _data_access_log::_cancel_higher_readers(int) [270]
                0.00    0.00     402/808         int loop_speculator::write_data<bool>(bool*&, bool*) [4]
[238]    0.0    0.00    0.00     808         std::vector<int, std::allocator<int> >::empty() const [238]
                0.00    0.00     808/1792        std::vector<int, std::allocator<int> >::end() const [133]
                0.00    0.00     808/1785        std::vector<int, std::allocator<int> >::begin() const [134]
                0.00    0.00     808/808         bool __gnu_cxx::operator==<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [237]
-----------------------------------------------
                0.00    0.00     745/745         std::set<void*, std::less<void*>, std::allocator<void*> >::insert(void* const&) [243]
[239]    0.0    0.00    0.00     745         std::_Rb_tree_const_iterator<void*>::_Rb_tree_const_iterator(std::_Rb_tree_iterator<void*> const&) [239]
-----------------------------------------------
                0.00    0.00     745/745         std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_insert_unique(void* const&) [242]
[240]    0.0    0.00    0.00     745         std::pair<std::_Rb_tree_iterator<void*>, bool>::pair(std::_Rb_tree_iterator<void*> const&, bool const&) [240]
-----------------------------------------------
                0.00    0.00     745/745         std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_insert_unique(void* const&) [242]
[241]    0.0    0.00    0.00     745         std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, void* const&) [241]
                0.00    0.00     745/1576        std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_end() [148]
                0.00    0.00     745/1086        std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_create_node(void* const&) [191]
                0.00    0.00     745/1605        std::_Rb_tree_iterator<void*>::_Rb_tree_iterator(std::_Rb_tree_node<void*>*) [146]
                0.00    0.00     630/1260        std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_S_key(std::_Rb_tree_node_base const*) [170]
                0.00    0.00     630/7262        std::_Identity<void*>::operator()(void* const&) const [39]
                0.00    0.00     630/13973       std::less<void*>::operator()(void* const&, void* const&) const [29]
-----------------------------------------------
                0.00    0.00     745/745         std::set<void*, std::less<void*>, std::allocator<void*> >::insert(void* const&) [243]
[242]    0.0    0.00    0.00     745         std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_insert_unique(void* const&) [242]
                0.00    0.00    3001/7262        std::_Identity<void*>::operator()(void* const&) const [39]
                0.00    0.00    3001/13973       std::less<void*>::operator()(void* const&, void* const&) const [29]
                0.00    0.00    2371/2371        std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_S_key(std::_Rb_tree_node<void*> const*) [79]
                0.00    0.00    2371/3470        std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_S_right(std::_Rb_tree_node_base*) [62]
                0.00    0.00     745/2510        std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_begin() [78]
                0.00    0.00     745/1576        std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_end() [148]
                0.00    0.00     745/1605        std::_Rb_tree_iterator<void*>::_Rb_tree_iterator(std::_Rb_tree_node<void*>*) [146]
                0.00    0.00     745/745         std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, void* const&) [241]
                0.00    0.00     745/745         std::pair<std::_Rb_tree_iterator<void*>, bool>::pair(std::_Rb_tree_iterator<void*> const&, bool const&) [240]
                0.00    0.00     630/1260        std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_S_key(std::_Rb_tree_node_base const*) [170]
                0.00    0.00     115/115         std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::begin() [341]
                0.00    0.00     115/115         std::_Rb_tree_iterator<void*>::operator==(std::_Rb_tree_iterator<void*> const&) const [340]
-----------------------------------------------
                0.00    0.00     744/744         int loop_speculator::write_data<bool>(bool*&, bool*) [4]
[243]    0.0    0.00    0.00     744         std::set<void*, std::less<void*>, std::allocator<void*> >::insert(void* const&) [243]
                0.00    0.00     745/745         std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_insert_unique(void* const&) [242]
                0.00    0.00     745/745         std::_Rb_tree_const_iterator<void*>::_Rb_tree_const_iterator(std::_Rb_tree_iterator<void*> const&) [239]
                0.00    0.00     744/744         std::pair<std::_Rb_tree_const_iterator<void*>, bool>::pair(std::_Rb_tree_const_iterator<void*> const&, bool const&) [244]
-----------------------------------------------
                0.00    0.00     744/744         std::set<void*, std::less<void*>, std::allocator<void*> >::insert(void* const&) [243]
[244]    0.0    0.00    0.00     744         std::pair<std::_Rb_tree_const_iterator<void*>, bool>::pair(std::_Rb_tree_const_iterator<void*> const&, bool const&) [244]
-----------------------------------------------
                0.00    0.00     742/742         int loop_speculator::write_data<bool>(bool*&, bool*) [4]
[245]    0.0    0.00    0.00     742         std::map<void*, _data_access_log, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::end() [245]
                0.00    0.00     740/2228        std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::end() [85]
-----------------------------------------------
                0.00    0.00     199/667         std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> >::_M_fill_insert(__gnu_cxx::__normal_iterator<_loop_spec_thread*, std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> > >, unsigned int, _loop_spec_thread const&) [331]
                0.00    0.00     468/667         void std::_Construct<_loop_spec_thread, _loop_spec_thread>(_loop_spec_thread*, _loop_spec_thread const&) [255]
[246]    0.0    0.00    0.00     667         _loop_spec_thread::_loop_spec_thread(_loop_spec_thread const&) [246]
                0.00    0.00    1328/1328        std::set<void*, std::less<void*>, std::allocator<void*> >::set(std::set<void*, std::less<void*>, std::allocator<void*> > const&) [166]
-----------------------------------------------
                0.00    0.00     319/665         int loop_speculator::write_data<bool>(bool*&, bool*) [4]
                0.00    0.00     346/665         __gnu_cxx::new_allocator<std::pair<void* const, _data_access_log> >::destroy(std::pair<void* const, _data_access_log>*) [281]
[247]    0.0    0.00    0.00     665         std::pair<void* const, _data_access_log>::~pair() [247]
                0.00    0.00     665/1332        _data_access_log::~_data_access_log() [162]
-----------------------------------------------
                0.00    0.00     314/660         std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_create_node(std::pair<void* const, _data_access_log> const&) [307]
                0.00    0.00     346/660         std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*) [283]
[248]    0.0    0.00    0.00     660         std::allocator<std::pair<void* const, _data_access_log> >::~allocator() [248]
                0.00    0.00     657/657         __gnu_cxx::new_allocator<std::pair<void* const, _data_access_log> >::~new_allocator() [250]
-----------------------------------------------
                0.00    0.00     659/659         std::allocator<std::pair<void* const, _data_access_log> >::allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > >(std::allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > > const&) [252]
[249]    0.0    0.00    0.00     659         __gnu_cxx::new_allocator<std::pair<void* const, _data_access_log> >::new_allocator() [249]
-----------------------------------------------
                0.00    0.00     657/657         std::allocator<std::pair<void* const, _data_access_log> >::~allocator() [248]
[250]    0.0    0.00    0.00     657         __gnu_cxx::new_allocator<std::pair<void* const, _data_access_log> >::~new_allocator() [250]
-----------------------------------------------
                0.00    0.00     653/653         std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::get_allocator() const [253]
[251]    0.0    0.00    0.00     653         std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_get_Node_allocator() const [251]
-----------------------------------------------
                0.00    0.00     652/652         std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::get_allocator() const [253]
[252]    0.0    0.00    0.00     652         std::allocator<std::pair<void* const, _data_access_log> >::allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > >(std::allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > > const&) [252]
                0.00    0.00     659/659         __gnu_cxx::new_allocator<std::pair<void* const, _data_access_log> >::new_allocator() [249]
-----------------------------------------------
                0.00    0.00     305/651         std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_create_node(std::pair<void* const, _data_access_log> const&) [307]
                0.00    0.00     346/651         std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*) [283]
[253]    0.0    0.00    0.00     651         std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::get_allocator() const [253]
                0.00    0.00     653/653         std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_get_Node_allocator() const [251]
                0.00    0.00     652/652         std::allocator<std::pair<void* const, _data_access_log> >::allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > >(std::allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > > const&) [252]
-----------------------------------------------
                0.00    0.00     470/470         void std::_Destroy_aux<false>::__destroy<_loop_spec_thread*>(_loop_spec_thread*, _loop_spec_thread*) [357]
[254]    0.0    0.00    0.00     470         void std::_Destroy<_loop_spec_thread>(_loop_spec_thread*) [254]
                0.00    0.00     470/882         _loop_spec_thread::~_loop_spec_thread() [235]
-----------------------------------------------
                0.00    0.00     214/468         void std::__uninitialized_fill_n<false>::uninitialized_fill_n<_loop_spec_thread*, unsigned int, _loop_spec_thread>(_loop_spec_thread*, unsigned int, _loop_spec_thread const&) [328]
                0.00    0.00     254/468         _loop_spec_thread* std::__uninitialized_copy<false>::uninitialized_copy<_loop_spec_thread*, _loop_spec_thread*>(_loop_spec_thread*, _loop_spec_thread*, _loop_spec_thread*) [312]
[255]    0.0    0.00    0.00     468         void std::_Construct<_loop_spec_thread, _loop_spec_thread>(_loop_spec_thread*, _loop_spec_thread const&) [255]
                0.00    0.00     468/667         _loop_spec_thread::_loop_spec_thread(_loop_spec_thread const&) [246]
                0.00    0.00     467/4274        operator new(unsigned int, void*) [48]
-----------------------------------------------
                0.00    0.00       2/462         std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> >::~vector() [454]
                0.00    0.00       2/462         std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> >::_M_erase_at_end(_loop_spec_thread*) [451]
                0.00    0.00     458/462         std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> >::_M_fill_insert(__gnu_cxx::__normal_iterator<_loop_spec_thread*, std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> > >, unsigned int, _loop_spec_thread const&) [331]
[256]    0.0    0.00    0.00     462         std::_Vector_base<_loop_spec_thread, std::allocator<_loop_spec_thread> >::_M_get_Tp_allocator() [256]
-----------------------------------------------
                0.00    0.00     432/432         std::allocator<std::pair<unsigned long const, int> >::allocator<std::_Rb_tree_node<std::pair<unsigned long const, int> > >(std::allocator<std::_Rb_tree_node<std::pair<unsigned long const, int> > > const&) [260]
[257]    0.0    0.00    0.00     432         __gnu_cxx::new_allocator<std::pair<unsigned long const, int> >::new_allocator() [257]
-----------------------------------------------
                0.00    0.00     432/432         std::allocator<std::pair<unsigned long const, int> >::~allocator() [264]
[258]    0.0    0.00    0.00     432         __gnu_cxx::new_allocator<std::pair<unsigned long const, int> >::~new_allocator() [258]
-----------------------------------------------
                0.00    0.00     216/432         std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<unsigned long const, int> >*) [326]
                0.00    0.00     216/432         std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_create_node(std::pair<unsigned long const, int> const&) [329]
[259]    0.0    0.00    0.00     432         std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::get_allocator() const [259]
                0.00    0.00     432/432         std::allocator<std::pair<unsigned long const, int> >::allocator<std::_Rb_tree_node<std::pair<unsigned long const, int> > >(std::allocator<std::_Rb_tree_node<std::pair<unsigned long const, int> > > const&) [260]
                0.00    0.00     431/431         std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_get_Node_allocator() const [262]
-----------------------------------------------
                0.00    0.00     432/432         std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::get_allocator() const [259]
[260]    0.0    0.00    0.00     432         std::allocator<std::pair<unsigned long const, int> >::allocator<std::_Rb_tree_node<std::pair<unsigned long const, int> > >(std::allocator<std::_Rb_tree_node<std::pair<unsigned long const, int> > > const&) [260]
                0.00    0.00     432/432         __gnu_cxx::new_allocator<std::pair<unsigned long const, int> >::new_allocator() [257]
-----------------------------------------------
                0.00    0.00     431/431         std::allocator<std::_Rb_tree_node<void*> >::allocator() [263]
[261]    0.0    0.00    0.00     431         __gnu_cxx::new_allocator<std::_Rb_tree_node<void*> >::new_allocator() [261]
-----------------------------------------------
                0.00    0.00     431/431         std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::get_allocator() const [259]
[262]    0.0    0.00    0.00     431         std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_get_Node_allocator() const [262]
-----------------------------------------------
                0.00    0.00     431/431         std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_Rb_tree_impl<std::less<void*>, false>::_Rb_tree_impl() [267]
[263]    0.0    0.00    0.00     431         std::allocator<std::_Rb_tree_node<void*> >::allocator() [263]
                0.00    0.00     431/431         __gnu_cxx::new_allocator<std::_Rb_tree_node<void*> >::new_allocator() [261]
-----------------------------------------------
                0.00    0.00     215/431         std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_create_node(std::pair<unsigned long const, int> const&) [329]
                0.00    0.00     216/431         std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<unsigned long const, int> >*) [326]
[264]    0.0    0.00    0.00     431         std::allocator<std::pair<unsigned long const, int> >::~allocator() [264]
                0.00    0.00     432/432         __gnu_cxx::new_allocator<std::pair<unsigned long const, int> >::~new_allocator() [258]
-----------------------------------------------
                0.00    0.00     429/429         _loop_spec_thread::_loop_spec_thread() [335]
[265]    0.0    0.00    0.00     429         std::set<void*, std::less<void*>, std::allocator<void*> >::set() [265]
                0.00    0.00     429/429         std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_Rb_tree() [266]
-----------------------------------------------
                0.00    0.00     429/429         std::set<void*, std::less<void*>, std::allocator<void*> >::set() [265]
[266]    0.0    0.00    0.00     429         std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_Rb_tree() [266]
                0.00    0.00     428/428         std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_Rb_tree_impl<std::less<void*>, false>::_Rb_tree_impl() [267]
-----------------------------------------------
                0.00    0.00     428/428         std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_Rb_tree() [266]
[267]    0.0    0.00    0.00     428         std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_Rb_tree_impl<std::less<void*>, false>::_Rb_tree_impl() [267]
                0.00    0.00     431/431         std::allocator<std::_Rb_tree_node<void*> >::allocator() [263]
                0.00    0.00     429/1758        std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_Rb_tree_impl<std::less<void*>, false>::_M_initialize() [142]
-----------------------------------------------
                0.00    0.00      15/425         std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> >::begin() [362]
                0.00    0.00     410/425         std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> >::end() [269]
[268]    0.0    0.00    0.00     425         __gnu_cxx::__normal_iterator<_loop_spec_thread*, std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> > >::__normal_iterator(_loop_spec_thread* const&) [268]
-----------------------------------------------
                0.00    0.00     198/411         std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> >::_M_fill_insert(__gnu_cxx::__normal_iterator<_loop_spec_thread*, std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> > >, unsigned int, _loop_spec_thread const&) [331]
                0.00    0.00     213/411         std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> >::resize(unsigned int, _loop_spec_thread) [334]
[269]    0.0    0.00    0.00     411         std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> >::end() [269]
                0.00    0.00     410/425         __gnu_cxx::__normal_iterator<_loop_spec_thread*, std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> > >::__normal_iterator(_loop_spec_thread* const&) [268]
-----------------------------------------------
                0.00    0.00     402/402         int loop_speculator::write_data<bool>(bool*&, bool*) [4]
[270]    0.0    0.00    0.00     402         _data_access_log::_cancel_higher_readers(int) [270]
                0.00    0.00     402/1149        std::vector<int, std::allocator<int> >::vector() [176]
                0.00    0.00     402/402         std::set<int, std::less<int>, std::allocator<int> >::begin() const [273]
                0.00    0.00     402/402         std::set<int, std::less<int>, std::allocator<int> >::empty() const [274]
                0.00    0.00     402/808         std::vector<int, std::allocator<int> >::empty() const [238]
-----------------------------------------------
                0.00    0.00     402/402         int loop_speculator::write_data<bool>(bool*&, bool*) [4]
[271]    0.0    0.00    0.00     402         bool _data_access_log::_output_violations_are_false<bool>(bool*, int) [271]
                0.00    0.00    3461/3461        std::vector<int, std::allocator<int> >::operator[](unsigned int) [63]
                0.00    0.00    2676/7274        std::vector<int, std::allocator<int> >::size() const [38]
                0.00    0.00    1439/1443        std::vector<void*, std::allocator<void*> >::operator[](unsigned int) [150]
                0.00    0.00     402/1088        std::vector<int, std::allocator<int> >::push_back(int const&) [189]
                0.00    0.00     402/1092        std::vector<void*, std::allocator<void*> >::push_back(void* const&) [185]
-----------------------------------------------
                0.00    0.00     402/402         int loop_speculator::write_data<bool>(bool*&, bool*) [4]
[272]    0.0    0.00    0.00     402         std::_Rb_tree_iterator<std::pair<void* const, _data_access_log> >::operator->() const [272]
-----------------------------------------------
                0.00    0.00     402/402         _data_access_log::_cancel_higher_readers(int) [270]
[273]    0.0    0.00    0.00     402         std::set<int, std::less<int>, std::allocator<int> >::begin() const [273]
                0.00    0.00     402/402         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::begin() const [275]
-----------------------------------------------
                0.00    0.00     402/402         _data_access_log::_cancel_higher_readers(int) [270]
[274]    0.0    0.00    0.00     402         std::set<int, std::less<int>, std::allocator<int> >::empty() const [274]
                0.00    0.00     402/402         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::empty() const [276]
-----------------------------------------------
                0.00    0.00     402/402         std::set<int, std::less<int>, std::allocator<int> >::begin() const [273]
[275]    0.0    0.00    0.00     402         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::begin() const [275]
                0.00    0.00     402/402         std::_Rb_tree_const_iterator<int>::_Rb_tree_const_iterator(std::_Rb_tree_node<int> const*) [277]
-----------------------------------------------
                0.00    0.00     402/402         std::set<int, std::less<int>, std::allocator<int> >::empty() const [274]
[276]    0.0    0.00    0.00     402         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::empty() const [276]
-----------------------------------------------
                0.00    0.00     402/402         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::begin() const [275]
[277]    0.0    0.00    0.00     402         std::_Rb_tree_const_iterator<int>::_Rb_tree_const_iterator(std::_Rb_tree_node<int> const*) [277]
-----------------------------------------------
                0.00    0.00     398/398         std::_Niter_base<_loop_spec_thread*>::iterator_type std::__niter_base<_loop_spec_thread*>(_loop_spec_thread*) [279]
[278]    0.0    0.00    0.00     398         std::_Iter_base<_loop_spec_thread*, false>::_S_base(_loop_spec_thread*) [278]
-----------------------------------------------
                0.00    0.00     397/397         void std::fill<_loop_spec_thread*, _loop_spec_thread>(_loop_spec_thread*, _loop_spec_thread*, _loop_spec_thread const&) [337]
[279]    0.0    0.00    0.00     397         std::_Niter_base<_loop_spec_thread*>::iterator_type std::__niter_base<_loop_spec_thread*>(_loop_spec_thread*) [279]
                0.00    0.00     398/398         std::_Iter_base<_loop_spec_thread*, false>::_S_base(_loop_spec_thread*) [278]
-----------------------------------------------
                0.00    0.00     346/346         std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_put_node(std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*) [282]
[280]    0.0    0.00    0.00     346         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > >::deallocate(std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*, unsigned int) [280]
-----------------------------------------------
                0.00    0.00     346/346         std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*) [283]
[281]    0.0    0.00    0.00     346         __gnu_cxx::new_allocator<std::pair<void* const, _data_access_log> >::destroy(std::pair<void* const, _data_access_log>*) [281]
                0.00    0.00     346/665         std::pair<void* const, _data_access_log>::~pair() [247]
-----------------------------------------------
                0.00    0.00     346/346         std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*) [283]
[282]    0.0    0.00    0.00     346         std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_put_node(std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*) [282]
                0.00    0.00     346/346         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > >::deallocate(std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*, unsigned int) [280]
-----------------------------------------------
                0.00    0.00     346/346         std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_erase(std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*) [413]
